band_id,encounter_year
102875272,2007
102875272,2008
102875273,2007
102875273,2008
102875275,2007
102875279,2007
102875279,2007
102875279,2008
102875283,2007
102875286,2007
102875286,2008
102875290,2007
102875290,2008
102875293,2007
102875293,2007
102875295,2007
102875295,2008
102875297,2008
102875299,2007
102875299,2008
102875300,2007
102875303,2008
102875304,2007
102875304,2008
102875307,2007
102875307,2008
102875309,2007
102875309,2008
102875311,2007
102875311,2008
102875312,2007
102875312,2008
102875313,2007
102875313,2008
102875314,2007
102875315,2007
102875315,2008
102875320,2008
102875321,2007
102875322,2007
102875324,2007
102875324,2007
102875325,2007
102875325,2007
102875325,2008
102875329,2007
102875329,2008
102875331,2007
102875331,2008
102875333,2007
102875333,2008
102875336,2007
102875337,2007
102875345,2007
102875345,2008
102875348,2007
102875348,2008
102875349,2007
102875349,2008
102875351,2007
102875352,2007
102875352,2008
102875355,2007
102875357,2007
102875358,2007
102875362,2007
102875365,2008
102875369,2007
102875371,2007
102875372,2007
102875372,2008
102875376,2008
102875378,2007
102875379,2007
102875380,2008
102875384,2008
102875386,2007
102875387,2008
102875388,2007
102875388,2008
102875391,2007
102875398,2007
102875398,2010
102875400,2007
102875400,2008
102875402,2007
102875406,2008
102875407,2010
102875410,2008
102875413,2007
102875413,2008
102875413,2010
102875420,2007
102875420,2008
102875427,2008
102875429,2007
102875429,2008
102875430,2007
102875431,2007
102875431,2008
102875432,2007
102875433,2007
102875433,2008
102875436,2007
102875437,2007
102875438,2007
102875438,2008
102875439,2007
102875440,2007
102875442,2007
102875442,2008
102875444,2008
102875444,2010
102875445,2007
102875445,2008
102875446,2007
102875446,2008
102875446,2010
102875447,2008
102875453,2007
102875462,2007
102875464,2007
102875466,2008
102875468,2007
102875468,2008
102875468,2010
102875475,2007
102875476,2007
102875476,2008
102875476,2010
102875479,2010
102875483,2008
102875484,2008
102875484,2010
102875489,2007
102875489,2008
102875489,2010
102875490,2007
102875491,2007
102875491,2007
102875494,2007
102875497,2008
102875497,2010
102875502,2007
102875504,2007
102875505,2007
102875505,2008
102875505,2010
102875507,2007
102875508,2007
102875519,2007
102875519,2008
102875521,2007
102875521,2008
102875523,2010
102875528,2007
102875530,2007
102875533,2007
102875534,2007
102875535,2007
102875536,2008
102875538,2007
102875540,2007
102875542,2007
102875542,2008
102875543,2007
102875545,2007
102875546,2007
102875546,2008
102875547,2010
102875548,2007
102875549,2007
102875550,2007
102875554,2007
102875556,2007
102875560,2007
102875560,2008
102875560,2010
102875561,2007
102875561,2008
102875565,2007
102875568,2007
102875569,2008
102875576,2006
102875578,2006
102875578,2007
102875581,2007
102875581,2008
102875584,2006
102875589,2006
102875593,2007
102875594,2007
102875595,2006
102875600,2008
102875601,2007
102875603,2006
102875603,2007
102875603,2008
102875605,2006
102875613,2007
102875615,2007
102875616,2007
102875616,2008
102875620,2007
102875621,2007
102875624,2007
102875625,2008
102875632,2007
102875634,2007
102875638,2007
102875644,2007
102875648,2008
102875658,2008
102875662,2007
102875664,2007
102875667,2008
102875668,2007
102875668,2008
102875675,2008
102875677,2007
102875677,2008
102875679,2007
102875680,2007
102875681,2008
102875682,2007
102875695,2008
102875697,2008
102875698,2008
102875701,2007
102875702,2008
102875706,2007
102875717,2007
102875717,2008
102875731,2008
102875746,2007
102875750,2007
102875755,2007
102875763,2007
102875778,2008
102875781,2007
102875782,2007
102875784,2008
102875787,2007
102875790,2007
102875797,2007
102875801,2007
102875803,2007
102875803,2008
102875805,2007
102875805,2010
102875807,2008
102875811,2007
102875812,2007
102875814,2007
102875815,2008
102875822,2007
102875824,2007
102875826,2007
102875832,2007
102875832,2008
102875834,2007
102875835,2007
102875835,2008
102875837,2007
102875839,2007
102875839,2008
102875839,2010
102875840,2007
102875840,2008
102875842,2007
102875845,2007
102875848,2007
102875848,2010
102875849,2007
102875851,2007
102875852,2008
102875855,2008
102875857,2007
102875857,2008
102875859,2008
102875864,2007
102875867,2007
102875867,2008
102875867,2010
102875868,2007
102875868,2008
102875868,2010
102875871,2007
102875871,2008
102875873,2007
102875873,2008
102875874,2007
102875876,2010
102875877,2007
102875882,2007
102875882,2008
102875886,2007
102875887,2007
102875891,2008
102875894,2007
102875896,2007
102875899,2007
102875899,2008
102875903,2007
102875905,2007
102875906,2007
102875906,2008
102875912,2007
102875914,2007
102875914,2008
102875917,2007
102875918,2007
102875923,2007
102875925,2007
102875925,2008
102875927,2008
102875933,2007
102875933,2008
102875933,2010
102875936,2008
102875936,2010
102875938,2007
102875940,2008
102875942,2008
102875943,2007
102875943,2008
102875946,2007
102875946,2008
102875946,2010
102875948,2007
102875948,2008
102875955,2007
102875959,2007
102875965,2007
102875969,2007
102875972,2007
102875972,2008
102875974,2007
102875976,2008
102875980,2007
102875980,2010
102875982,2007
102875982,2008
102875982,2010
102875983,2007
102875983,2008
102875984,2007
102875986,2007
102875986,2008
102875987,2007
102875988,2007
102875990,2008
102875994,2010
102875995,2007
102875995,2008
102888688,2007
103847803,2008
103851292,2008
103874016,2008
103874016,2008
103874020,2008
103874047,2008
103874058,2008
103874061,2008
103874061,2008
103874062,2008
103874066,2008
103874070,2008
103874075,2008
103874075,2008
103874077,2008
103874086,2008
103874086,2008
103874088,2008
103874089,2008
103874089,2008
103874100,2008
103874100,2008
103874210,2008
103874606,2008
103874606,2008
103874608,2008
103874608,2008
103874612,2008
103874612,2008
103874616,2008
103874616,2008
103874617,2008
103874643,2008
103874643,2008
103874647,2008
103874647,2008
103874672,2008
103874717,2008
103874718,2008
103874719,2008
103874721,2008
103874722,2008
103874722,2008
103874723,2008
103874724,2008
103874725,2008
103874726,2008
103874727,2008
103874728,2008
103874729,2008
103874730,2008
103874731,2008
103874734,2008
103874737,2008
103874738,2008
103874739,2008
103874741,2008
103874742,2008
103874744,2008
103874745,2008
103874746,2008
103874748,2008
103874749,2008
103874750,2008
103874752,2008
103874753,2008
103874754,2008
103874755,2008
103874757,2008
103874758,2008
103874759,2008
103874762,2008
103874764,2008
103874766,2008
103874773,2008
103874774,2008
103874777,2008
103874781,2008
103874782,2008
103874783,2008
103874785,2008
103874787,2008
103874788,2008
103874789,2008
103874790,2008
103874792,2008
103874793,2008
103874796,2008
103874799,2008
103874800,2008
103874802,2008
103874805,2008
103874807,2008
103874808,2008
103874809,2008
103874813,2008
103874817,2008
103874821,2008
103874822,2008
103874824,2008
103874826,2008
103874828,2008
103874830,2008
103874832,2008
103874833,2008
103874834,2008
103874838,2008
103874840,2008
103874842,2008
103874845,2008
103874846,2008
103874847,2008
103874848,2008
103874852,2008
103874853,2008
103874855,2008
103874856,2008
103874859,2008
103874860,2008
103874861,2008
103874862,2008
103874863,2008
103874866,2008
103874869,2008
103874870,2008
103874871,2008
103874873,2008
103874875,2008
103874876,2008
103874877,2008
103874879,2008
103874880,2008
103874881,2008
103874883,2008
103874884,2008
103874885,2008
103874886,2008
103874894,2008
103874895,2008
103874898,2008
103874900,2008
103874902,2008
103874903,2008
103874904,2008
103874905,2008
103874911,2008
103874911,2010
103874913,2008
103874915,2008
103874917,2008
103874918,2008
103874919,2008
103874919,2010
103874927,2008
103874927,2010
103874928,2008
103874929,2008
103874929,2010
103874930,2008
103874932,2008
103874934,2008
103874935,2008
103874941,2008
103874941,2010
103874942,2008
103874943,2008
103874943,2010
103874945,2008
103874945,2010
103874946,2008
103874947,2008
103874948,2008
103874949,2008
103874952,2008
103874953,2008
103874956,2008
103874962,2008
103874963,2008
103874965,2008
103874968,2008
103874969,2008
103874971,2008
103874972,2008
103874973,2008
103874976,2008
103874976,2010
103874979,2008
103874980,2008
103874980,2010
103874981,2008
103874987,2008
103874990,2008
103874991,2008
103874992,2008
103874992,2010
103874993,2008
103874996,2008
103874997,2008
103874999,2008
103881002,2010
103881013,2008
103881021,2008
103881027,2008
103881028,2008
103881029,2008
103881032,2010
103881035,2008
103881037,2008
103881045,2008
103881047,2008
103881048,2008
103881049,2008
103881049,2010
103881052,2008
103881053,2010
103881055,2008
103881057,2008
103881059,2010
103881060,2008
103881064,2008
103881068,2008
103881070,2008
103881071,2008
103881071,2010
103881073,2010
103881077,2008
103881083,2008
103881088,2008
103881089,2008
103881092,2008
103881097,2008
103881099,2008
103881099,2008
103881101,2008
103881102,2010
103881104,2008
103881104,2010
103881106,2008
103881106,2008
103881108,2008
103881109,2008
103881111,2008
103881115,2008
103881116,2008
103881116,2008
103881116,2010
103881118,2008
103881119,2008
103881125,2008
103881127,2008
103881128,2008
103881129,2008
103881131,2008
103881134,2008
103881137,2008
103881138,2008
103881139,2008
103881140,2008
103881146,2008
103881147,2008
103881150,2008
103881155,2008
103881157,2008
103881158,2008
103881160,2008
103881161,2008
103881163,2008
103881169,2008
103881171,2007
103881176,2008
103881178,2008
103881184,2008
103881195,2008
103881198,2008
103881201,2008
103881202,2008
103881204,2008
103881212,2008
103881213,2008
103881213,2010
103881217,2008
103881218,2008
103881222,2008
103881222,2008
103881228,2008
103881235,2008
103881239,2008
103881240,2008
103881242,2008
103881243,2008
103881244,2008
103881246,2008
103881252,2008
103881254,2008
103881256,2008
103881258,2008
103881259,2008
103881260,2008
103881261,2008
103881262,2008
103881263,2008
103881267,2008
103881270,2008
103881274,2008
103881277,2008
103881284,2008
103881287,2008
103881289,2008
103881295,2008
103881296,2008
103881296,2010
103881299,2008
103881300,2008
103881305,2008
103881306,2008
103881308,2008
103881308,2008
103881309,2008
103881314,2010
103881315,2008
103881315,2010
103881316,2008
103881318,2008
103881320,2008
103881322,2008
103881323,2008
103881325,2008
103881327,2008
103881327,2010
103881329,2008
103881329,2010
103881330,2008
103881331,2008
103881332,2008
103881333,2008
103881336,2008
103881337,2008
103881339,2008
103881340,2008
103881342,2008
103881348,2008
103881349,2008
103881353,2008
103881354,2008
103881356,2008
103881357,2008
103881357,2010
103881358,2008
103881360,2008
103881361,2008
103881361,2008
103881362,2008
103881363,2008
103881366,2010
103881367,2008
103881372,2008
103881373,2008
103881375,2008
103881379,2008
103881380,2008
103881385,2008
103881388,2008
103881392,2008
103881392,2010
103881393,2008
103881395,2008
103881396,2008
103881405,2008
103881405,2010
103881406,2008
103881411,2008
103881414,2008
103881414,2010
103881415,2008
103881419,2008
103881424,2008
103881425,2008
103881426,2008
103881448,2008
103881452,2008
103881452,2010
103881455,2008
103881464,2008
103881465,2008
103881468,2008
103881472,2008
103881478,2008
103881480,2008
103881482,2008
103881487,2008
103881491,2008
103881492,2008
103881497,2008
103881497,2010
103881498,2008
103881499,2008
103881504,2008
103881510,2008
103881512,2008
103881513,2008
103881514,2008
103881517,2008
103881519,2008
103881523,2008
103881526,2008
103881529,2008
103881532,2008
103881536,2008
103881538,2008
103881541,2008
103881543,2008
103881544,2008
103881546,2008
103881549,2008
103881551,2008
103881555,2008
103881557,2008
103881559,2008
103881561,2008
103881563,2008
103881564,2008
103881570,2008
103881578,2008
103881581,2008
103881584,2008
103881585,2008
103881588,2008
103881592,2008
103881596,2008
103881599,2008
103881600,2008
103881601,2008
103881602,2008
103881603,2008
103881604,2008
103881606,2008
103881608,2008
103881612,2008
103881613,2010
103881616,2008
103881619,2008
103881639,2010
103881643,2008
103881650,2008
103881652,2008
103881656,2008
103881658,2008
103881661,2008
103881661,2010
103881666,2010
103881667,2008
103881669,2008
103881669,2010
103881677,2010
103881685,2008
103881687,2008
103881689,2010
103881697,2008
103881699,2010
103881701,2008
103881702,2008
103881702,2010
103881704,2008
103881712,2008
103881715,2010
103881720,2008
103881726,2008
103881738,2008
103881740,2008
103881748,2008
103881752,2008
103881761,2008
103881762,2008
103881766,2008
103881770,2008
103881773,2008
103881777,2008
103881788,2008
103881789,2008
103881790,2008
103881825,2008
103881927,2008
103881928,2008
103881930,2008
103881932,2008
103881933,2008
103881941,2008
103887200,2010
103887201,2010
103887208,2010
103887209,2010
103887211,2010
103887213,2010
103887221,2010
103887222,2010
103887224,2010
103887229,2010
103887233,2010
103887236,2010
103887239,2010
103887244,2010
103887246,2010
103887251,2010
103887253,2010
103887290,2010
103887295,2010
103887298,2010
103887300,2010
103887412,2010
103887416,2010
103887417,2010
103887430,2010
103887446,2010
103887448,2010
103887456,2010
103887463,2010
103887465,2010
103887468,2010
103887469,2010
103887482,2010
103887488,2010
103887491,2010
103887492,2010
104848007,2010
104848010,2010
104895840,2010
104898001,2010
104898011,2010
104898018,2010
104898110,2010
104898111,2010
104898118,2010
104898121,2010
104898122,2010
104898124,2010
104898126,2010
104898127,2010
104898134,2010
104898138,2010
104898140,2010
104898141,2010
104898143,2010
104898146,2010
104898152,2010
104898154,2010
104898165,2010
104898175,2010
104898182,2010
104898186,2010
104898189,2010
104898193,2010
104898198,2010
104898207,2010
104898208,2010
104898229,2010
104898235,2010
104898240,2010
104898252,2010
104898259,2010
104898264,2010
104898265,2010
104898269,2010
104898270,2010
104898272,2010
104898275,2010
104898278,2010
104898279,2010
104898283,2010
104898310,2010
104898313,2010
104898318,2010
104898320,2010
104898324,2010
104898326,2010
104898445,2010
104898464,2010
104898503,2010
104898582,2010
104898592,2010
104898615,2010
104898618,2010
104898628,2010
104898647,2010
104898650,2010
104898651,2010
104898656,2010
104898657,2010
104898658,2010
104898659,2010
104898660,2010
104898661,2010
104898678,2010
104898830,2010
104898834,2010
104898864,2010
104898875,2010
104898878,2010
104898898,2010
104898900,2010
104898936,2010
104898937,2010
104898938,2010
104898939,2010
104898940,2010
104898940,2010
104898941,2010
104898942,2010
104898943,2010
104898944,2010
104898946,2010
104898947,2010
104898948,2010
104898949,2010
104898950,2010
104898951,2010
104898953,2010
104898956,2010
104898957,2010
104898958,2010
104898960,2010
104898961,2010
104898962,2010
104898963,2010
104898965,2010
104898967,2010
104898968,2010
104898969,2010
104898970,2010
104898975,2010
104898978,2010
104898979,2010
104898980,2010
104898981,2010
104898983,2010
104898984,2010
104898985,2010
107822286,2010
107898912,2010
107898913,2010
107898917,2010
107898925,2010
107898927,2010
107898930,2010
107898933,2010
110888830,2005
128756775,2007
197888837,2008
918962018,2007
1003874069,2008
1028750042,2007
1030874059,2008
107822366,2011
100888376,2011
107822374,2011
102875509,2011
107822365,2011
107822346,2011
107822316,2011
103881129,2011
103881311,2011
107822354,2011
107822372,2011
100889036,2011
107821713,2011
100889185,2011
107821680,2011
100889169,2011
100889220,2011
100889061,2011
100889048,2011
100889222,2011
100889058,2011
10088913,2011
100889221,2011
107821729,2011
100889166,2011
100889078,2011
100889044,2011
107821702,2011
100889041,2011
100889041,2011
100889182,2011
107821707,2011
107821669,2011
107821550,2011
100889182,2011
107821709,2011
100889174,2011
100889057,2011
100889226,2011
100889027,2011
107821693,2011
100889141,2011
100859088,2011
100889183,2011
100889224,2011
100889201,2011
100889154,2011
107821675,2011
107821712,2011
100889087,2011
098849305,2011
102775956,2011
100889130,2011
107321661,2011
107321661,2011
107821670,2011
100889947,2011
100889186,2011
100889045,2011
100889135,2011
100889118,2011
100889198,2011
107821701,2011
100889212,2011
100889130,2011
100889156,2011
10088911,2011
100889190,2011
107821734,2011
100889209,2011
100889068,2011
107821659,2011
107821679,2011
100889187,2011
100889131,2011
100889194,2011
107821705,2011
102875994,2011
100889072,2011
107821716,2011
107821718,2011
100889095,2011
107821623,2011
107821667,2011
100889235,2011
100889175,2011
107821703,2011
107821644,2011
100889098,2011
107821714,2011
100889081,2011
100889208,2011
100889097,2011
107821727,2011
107821697,2011
107821658,2011
107821681,2011
100888417,2011
100889107,2011
100889244,2011
100889233,2011
100889216,2011
100889127,2011
100888988,2011
100889180,2011
100889210,2011
107821698,2011
107821732,2011
107821660,2011
098848145,2011
107821689,2011
098849364,2011
100889092,2011
100889193,2011
107821728,2011
